NMI,INTERVAL_DATETIME,INTERVAL,INTERVAL_LENGTH,QUALITY_METHOD,SUFFIX_E,VALUE_E,UOM_E
6407387140,2019-01-01T00:15,1,15,A,E1,2724,WH
6407387140,2019-01-01T00:30,2,15,A,E1,2792,WH
6407387140,2019-01-01T00:45,3,15,A,E1,2752,WH
6407387140,2019-01-01T01:00,4,15,A,E1,2800,WH
6407387140,2019-01-01T01:15,5,15,A,E1,2684,WH
6407387140,2019-01-01T01:30,6,15,A,E1,2776,WH
6407387140,2019-01-01T01:45,7,15,A,E1,2772,WH
6407387140,2019-01-01T02:00,8,15,A,E1,3652,WH
6407387140,2019-01-01T02:15,9,15,A,E1,3404,WH
6407387140,2019-01-01T02:30,10,15,A,E1,2736,WH
6407387140,2019-01-01T02:45,11,15,A,E1,2996,WH
6407387140,2019-01-01T03:00,12,15,A,E1,3268,WH
6407387140,2019-01-01T03:15,13,15,A,E1,2764,WH
6407387140,2019-01-01T03:30,14,15,A,E1,3392,WH
6407387140,2019-01-01T03:45,15,15,A,E1,2780,WH
6407387140,2019-01-01T04:00,16,15,A,E1,2800,WH
6407387140,2019-01-01T04:15,17,15,A,E1,2780,WH
6407387140,2019-01-01T04:30,18,15,A,E1,2996,WH
6407387140,2019-01-01T04:45,19,15,A,E1,2996,WH
6407387140,2019-01-01T05:00,20,15,A,E1,2588,WH
6407387140,2019-01-01T05:15,21,15,A,E1,2592,WH
6407387140,2019-01-01T05:30,22,15,A,E1,2760,WH
6407387140,2019-01-01T05:45,23,15,A,E1,2312,WH
6407387140,2019-01-01T06:00,24,15,A,E1,2312,WH
6407387140,2019-01-01T06:15,25,15,A,E1,2248,WH
6407387140,2019-01-01T06:30,26,15,A,E1,2232,WH
6407387140,2019-01-01T06:45,27,15,A,E1,2368,WH
6407387140,2019-01-01T07:00,28,15,A,E1,2276,WH
6407387140,2019-01-01T07:15,29,15,A,E1,2340,WH
6407387140,2019-01-01T07:30,30,15,A,E1,2272,WH
6407387140,2019-01-01T07:45,31,15,A,E1,2272,WH
6407387140,2019-01-01T08:00,32,15,A,E1,2276,WH
6407387140,2019-01-01T08:15,33,15,A,E1,2308,WH
6407387140,2019-01-01T08:30,34,15,A,E1,2264,WH
6407387140,2019-01-01T08:45,35,15,A,E1,2312,WH
6407387140,2019-01-01T09:00,36,15,A,E1,2340,WH
6407387140,2019-01-01T09:15,37,15,A,E1,2408,WH
6407387140,2019-01-01T09:30,38,15,A,E1,2336,WH
6407387140,2019-01-01T09:45,39,15,A,E1,2724,WH
6407387140,2019-01-01T10:00,40,15,A,E1,2280,WH
6407387140,2019-01-01T10:15,41,15,A,E1,2380,WH
6407387140,2019-01-01T10:30,42,15,A,E1,2324,WH
6407387140,2019-01-01T10:45,43,15,A,E1,2416,WH
6407387140,2019-01-01T11:00,44,15,A,E1,2308,WH
6407387140,2019-01-01T11:15,45,15,A,E1,2328,WH
6407387140,2019-01-01T11:30,46,15,A,E1,2348,WH
6407387140,2019-01-01T11:45,47,15,A,E1,2612,WH
6407387140,2019-01-01T12:00,48,15,A,E1,2868,WH
6407387140,2019-01-01T12:15,49,15,A,E1,2384,WH
6407387140,2019-01-01T12:30,50,15,A,E1,2340,WH
6407387140,2019-01-01T12:45,51,15,A,E1,2416,WH
6407387140,2019-01-01T13:00,52,15,A,E1,2488,WH
6407387140,2019-01-01T13:15,53,15,A,E1,2964,WH
6407387140,2019-01-01T13:30,54,15,A,E1,2364,WH
6407387140,2019-01-01T13:45,55,15,A,E1,2376,WH
6407387140,2019-01-01T14:00,56,15,A,E1,2380,WH
6407387140,2019-01-01T14:15,57,15,A,E1,3000,WH
6407387140,2019-01-01T14:30,58,15,A,E1,2480,WH
6407387140,2019-01-01T14:45,59,15,A,E1,2340,WH
6407387140,2019-01-01T15:00,60,15,A,E1,2460,WH
6407387140,2019-01-01T15:15,61,15,A,E1,2384,WH
6407387140,2019-01-01T15:30,62,15,A,E1,2440,WH
6407387140,2019-01-01T15:45,63,15,A,E1,2456,WH
6407387140,2019-01-01T16:00,64,15,A,E1,2392,WH
6407387140,2019-01-01T16:15,65,15,A,E1,2384,WH
6407387140,2019-01-01T16:30,66,15,A,E1,2276,WH
6407387140,2019-01-01T16:45,67,15,A,E1,2452,WH
6407387140,2019-01-01T17:00,68,15,A,E1,2460,WH
6407387140,2019-01-01T17:15,69,15,A,E1,2392,WH
6407387140,2019-01-01T17:30,70,15,A,E1,2792,WH
6407387140,2019-01-01T17:45,71,15,A,E1,2328,WH
6407387140,2019-01-01T18:00,72,15,A,E1,2404,WH
6407387140,2019-01-01T18:15,73,15,A,E1,2308,WH
6407387140,2019-01-01T18:30,74,15,A,E1,2420,WH
6407387140,2019-01-01T18:45,75,15,A,E1,2300,WH
6407387140,2019-01-01T19:00,76,15,A,E1,2368,WH
6407387140,2019-01-01T19:15,77,15,A,E1,2352,WH
6407387140,2019-01-01T19:30,78,15,A,E1,2376,WH
6407387140,2019-01-01T19:45,79,15,A,E1,2424,WH
6407387140,2019-01-01T20:00,80,15,A,E1,2540,WH
6407387140,2019-01-01T20:15,81,15,A,E1,2580,WH
6407387140,2019-01-01T20:30,82,15,A,E1,2780,WH
6407387140,2019-01-01T20:45,83,15,A,E1,2776,WH
6407387140,2019-01-01T21:00,84,15,A,E1,3040,WH
6407387140,2019-01-01T21:15,85,15,A,E1,3148,WH
6407387140,2019-01-01T21:30,86,15,A,E1,2752,WH
6407387140,2019-01-01T21:45,87,15,A,E1,2728,WH
6407387140,2019-01-01T22:00,88,15,A,E1,3200,WH
6407387140,2019-01-01T22:15,89,15,A,E1,3444,WH
6407387140,2019-01-01T22:30,90,15,A,E1,2856,WH
6407387140,2019-01-01T22:45,91,15,A,E1,2744,WH
6407387140,2019-01-01T23:00,92,15,A,E1,2744,WH
6407387140,2019-01-01T23:15,93,15,A,E1,3300,WH
6407387140,2019-01-01T23:30,94,15,A,E1,2816,WH
6407387140,2019-01-01T23:45,95,15,A,E1,2732,WH
6407387140,2019-01-01T00:00,96,15,A,E1,2772,WH
6407387140,2019-01-02T00:15,1,15,A,E1,3196,WH
6407387140,2019-01-02T00:30,2,15,A,E1,2840,WH
6407387140,2019-01-02T00:45,3,15,A,E1,3000,WH
6407387140,2019-01-02T01:00,4,15,A,E1,3492,WH
6407387140,2019-01-02T01:15,5,15,A,E1,2972,WH
6407387140,2019-01-02T01:30,6,15,A,E1,2936,WH
6407387140,2019-01-02T01:45,7,15,A,E1,2740,WH
6407387140,2019-01-02T02:00,8,15,A,E1,2812,WH
6407387140,2019-01-02T02:15,9,15,A,E1,2720,WH
6407387140,2019-01-02T02:30,10,15,A,E1,2836,WH
6407387140,2019-01-02T02:45,11,15,A,E1,2724,WH
6407387140,2019-01-02T03:00,12,15,A,E1,2772,WH
6407387140,2019-01-02T03:15,13,15,A,E1,2756,WH
6407387140,2019-01-02T03:30,14,15,A,E1,2732,WH
6407387140,2019-01-02T03:45,15,15,A,E1,2744,WH
6407387140,2019-01-02T04:00,16,15,A,E1,2732,WH
6407387140,2019-01-02T04:15,17,15,A,E1,2800,WH
6407387140,2019-01-02T04:30,18,15,A,E1,2720,WH
6407387140,2019-01-02T04:45,19,15,A,E1,2788,WH
6407387140,2019-01-02T05:00,20,15,A,E1,2736,WH
6407387140,2019-01-02T05:15,21,15,A,E1,2656,WH
6407387140,2019-01-02T05:30,22,15,A,E1,2460,WH
6407387140,2019-01-02T05:45,23,15,A,E1,3132,WH
6407387140,2019-01-02T06:00,24,15,A,E1,2472,WH
6407387140,2019-01-02T06:15,25,15,A,E1,2472,WH
6407387140,2019-01-02T06:30,26,15,A,E1,2488,WH
6407387140,2019-01-02T06:45,27,15,A,E1,2264,WH
6407387140,2019-01-02T07:00,28,15,A,E1,2292,WH
6407387140,2019-01-02T07:15,29,15,A,E1,2256,WH
6407387140,2019-01-02T07:30,30,15,A,E1,2340,WH
6407387140,2019-01-02T07:45,31,15,A,E1,2240,WH
6407387140,2019-01-02T08:00,32,15,A,E1,2324,WH
6407387140,2019-01-02T08:15,33,15,A,E1,2300,WH
6407387140,2019-01-02T08:30,34,15,A,E1,2816,WH
6407387140,2019-01-02T08:45,35,15,A,E1,2920,WH
6407387140,2019-01-02T09:00,36,15,A,E1,2344,WH
6407387140,2019-01-02T09:15,37,15,A,E1,2328,WH
6407387140,2019-01-02T09:30,38,15,A,E1,2392,WH
6407387140,2019-01-02T09:45,39,15,A,E1,2796,WH
6407387140,2019-01-02T10:00,40,15,A,E1,2404,WH
6407387140,2019-01-02T10:15,41,15,A,E1,2316,WH
6407387140,2019-01-02T10:30,42,15,A,E1,2360,WH
6407387140,2019-01-02T10:45,43,15,A,E1,2264,WH
6407387140,2019-01-02T11:00,44,15,A,E1,2268,WH
6407387140,2019-01-02T11:15,45,15,A,E1,2488,WH
6407387140,2019-01-02T11:30,46,15,A,E1,2360,WH
6407387140,2019-01-02T11:45,47,15,A,E1,2380,WH
6407387140,2019-01-02T12:00,48,15,A,E1,2308,WH
6407387140,2019-01-02T12:15,49,15,A,E1,2384,WH
6407387140,2019-01-02T12:30,50,15,A,E1,2336,WH
6407387140,2019-01-02T12:45,51,15,A,E1,2368,WH
6407387140,2019-01-02T13:00,52,15,A,E1,2384,WH
6407387140,2019-01-02T13:15,53,15,A,E1,2384,WH
6407387140,2019-01-02T13:30,54,15,A,E1,2300,WH
6407387140,2019-01-02T13:45,55,15,A,E1,2420,WH
6407387140,2019-01-02T14:00,56,15,A,E1,2736,WH
6407387140,2019-01-02T14:15,57,15,A,E1,2472,WH
6407387140,2019-01-02T14:30,58,15,A,E1,3028,WH
6407387140,2019-01-02T14:45,59,15,A,E1,2288,WH
6407387140,2019-01-02T15:00,60,15,A,E1,2384,WH
6407387140,2019-01-02T15:15,61,15,A,E1,2372,WH
6407387140,2019-01-02T15:30,62,15,A,E1,2416,WH
6407387140,2019-01-02T15:45,63,15,A,E1,2316,WH
6407387140,2019-01-02T16:00,64,15,A,E1,2364,WH
6407387140,2019-01-02T16:15,65,15,A,E1,2452,WH
6407387140,2019-01-02T16:30,66,15,A,E1,2716,WH
6407387140,2019-01-02T16:45,67,15,A,E1,2496,WH
6407387140,2019-01-02T17:00,68,15,A,E1,3028,WH
6407387140,2019-01-02T17:15,69,15,A,E1,2768,WH
6407387140,2019-01-02T17:30,70,15,A,E1,2296,WH
6407387140,2019-01-02T17:45,71,15,A,E1,2368,WH
6407387140,2019-01-02T18:00,72,15,A,E1,2312,WH
6407387140,2019-01-02T18:15,73,15,A,E1,2332,WH
6407387140,2019-01-02T18:30,74,15,A,E1,2344,WH
6407387140,2019-01-02T18:45,75,15,A,E1,2824,WH
6407387140,2019-01-02T19:00,76,15,A,E1,2444,WH
6407387140,2019-01-02T19:15,77,15,A,E1,2336,WH
6407387140,2019-01-02T19:30,78,15,A,E1,2620,WH
6407387140,2019-01-02T19:45,79,15,A,E1,2556,WH
6407387140,2019-01-02T20:00,80,15,A,E1,2460,WH
6407387140,2019-01-02T20:15,81,15,A,E1,2572,WH
6407387140,2019-01-02T20:30,82,15,A,E1,2820,WH
6407387140,2019-01-02T20:45,83,15,A,E1,2800,WH
6407387140,2019-01-02T21:00,84,15,A,E1,2812,WH
6407387140,2019-01-02T21:15,85,15,A,E1,2696,WH
6407387140,2019-01-02T21:30,86,15,A,E1,2772,WH
6407387140,2019-01-02T21:45,87,15,A,E1,2744,WH
6407387140,2019-01-02T22:00,88,15,A,E1,2840,WH
6407387140,2019-01-02T22:15,89,15,A,E1,2740,WH
6407387140,2019-01-02T22:30,90,15,A,E1,2716,WH
6407387140,2019-01-02T22:45,91,15,A,E1,2808,WH
6407387140,2019-01-02T23:00,92,15,A,E1,2892,WH
6407387140,2019-01-02T23:15,93,15,A,E1,3320,WH
6407387140,2019-01-02T23:30,94,15,A,E1,2700,WH
6407387140,2019-01-02T23:45,95,15,A,E1,2712,WH
6407387140,2019-01-02T00:00,96,15,A,E1,2824,WH
6407387140,2019-01-03T00:15,1,15,A,E1,3212,WH
6407387140,2019-01-03T00:30,2,15,A,E1,2732,WH
6407387140,2019-01-03T00:45,3,15,A,E1,2800,WH
6407387140,2019-01-03T01:00,4,15,A,E1,2768,WH
6407387140,2019-01-03T01:15,5,15,A,E1,2868,WH
6407387140,2019-01-03T01:30,6,15,A,E1,2732,WH
6407387140,2019-01-03T01:45,7,15,A,E1,2772,WH
6407387140,2019-01-03T02:00,8,15,A,E1,2716,WH
6407387140,2019-01-03T02:15,9,15,A,E1,2724,WH
6407387140,2019-01-03T02:30,10,15,A,E1,2796,WH
6407387140,2019-01-03T02:45,11,15,A,E1,2740,WH
6407387140,2019-01-03T03:00,12,15,A,E1,2812,WH
6407387140,2019-01-03T03:15,13,15,A,E1,2716,WH
6407387140,2019-01-03T03:30,14,15,A,E1,2784,WH
6407387140,2019-01-03T03:45,15,15,A,E1,2700,WH
6407387140,2019-01-03T04:00,16,15,A,E1,2808,WH
6407387140,2019-01-03T04:15,17,15,A,E1,2844,WH
6407387140,2019-01-03T04:30,18,15,A,E1,3268,WH
6407387140,2019-01-03T04:45,19,15,A,E1,2752,WH
6407387140,2019-01-03T05:00,20,15,A,E1,2720,WH
6407387140,2019-01-03T05:15,21,15,A,E1,3248,WH
6407387140,2019-01-03T05:30,22,15,A,E1,2616,WH
6407387140,2019-01-03T05:45,23,15,A,E1,2428,WH
6407387140,2019-01-03T06:00,24,15,A,E1,2396,WH
6407387140,2019-01-03T06:15,25,15,A,E1,2444,WH
6407387140,2019-01-03T06:30,26,15,A,E1,2432,WH
6407387140,2019-01-03T06:45,27,15,A,E1,2412,WH
6407387140,2019-01-03T07:00,28,15,A,E1,2300,WH
6407387140,2019-01-03T07:15,29,15,A,E1,2240,WH
6407387140,2019-01-03T07:30,30,15,A,E1,2764,WH
6407387140,2019-01-03T07:45,31,15,A,E1,2532,WH
6407387140,2019-01-03T08:00,32,15,A,E1,2700,WH
6407387140,2019-01-03T08:15,33,15,A,E1,2228,WH
6407387140,2019-01-03T08:30,34,15,A,E1,2220,WH
6407387140,2019-01-03T08:45,35,15,A,E1,2280,WH
6407387140,2019-01-03T09:00,36,15,A,E1,2408,WH
6407387140,2019-01-03T09:15,37,15,A,E1,2272,WH
6407387140,2019-01-03T09:30,38,15,A,E1,2888,WH
6407387140,2019-01-03T09:45,39,15,A,E1,2852,WH
6407387140,2019-01-03T10:00,40,15,A,E1,2896,WH
6407387140,2019-01-03T10:15,41,15,A,E1,2692,WH
6407387140,2019-01-03T10:30,42,15,A,E1,3200,WH
6407387140,2019-01-03T10:45,43,15,A,E1,3292,WH
6407387140,2019-01-03T11:00,44,15,A,E1,2668,WH
6407387140,2019-01-03T11:15,45,15,A,E1,2764,WH
6407387140,2019-01-03T11:30,46,15,A,E1,2676,WH
6407387140,2019-01-03T11:45,47,15,A,E1,2620,WH
6407387140,2019-01-03T12:00,48,15,A,E1,2696,WH
6407387140,2019-01-03T12:15,49,15,A,E1,2632,WH
6407387140,2019-01-03T12:30,50,15,A,E1,2672,WH
6407387140,2019-01-03T12:45,51,15,A,E1,2676,WH
6407387140,2019-01-03T13:00,52,15,A,E1,2668,WH
6407387140,2019-01-03T13:15,53,15,A,E1,2740,WH
6407387140,2019-01-03T13:30,54,15,A,E1,2864,WH
6407387140,2019-01-03T13:45,55,15,A,E1,3072,WH
6407387140,2019-01-03T14:00,56,15,A,E1,4072,WH
6407387140,2019-01-03T14:15,57,15,A,E1,3456,WH
6407387140,2019-01-03T14:30,58,15,A,E1,3208,WH
6407387140,2019-01-03T14:45,59,15,A,E1,3072,WH
6407387140,2019-01-03T15:00,60,15,A,E1,3112,WH
6407387140,2019-01-03T15:15,61,15,A,E1,3404,WH
6407387140,2019-01-03T15:30,62,15,A,E1,2972,WH
6407387140,2019-01-03T15:45,63,15,A,E1,3452,WH
6407387140,2019-01-03T16:00,64,15,A,E1,3428,WH
6407387140,2019-01-03T16:15,65,15,A,E1,3252,WH
6407387140,2019-01-03T16:30,66,15,A,E1,4076,WH
6407387140,2019-01-03T16:45,67,15,A,E1,3440,WH
6407387140,2019-01-03T17:00,68,15,A,E1,3996,WH
6407387140,2019-01-03T17:15,69,15,A,E1,3128,WH
6407387140,2019-01-03T17:30,70,15,A,E1,3104,WH
6407387140,2019-01-03T17:45,71,15,A,E1,3140,WH
6407387140,2019-01-03T18:00,72,15,A,E1,2892,WH
6407387140,2019-01-03T18:15,73,15,A,E1,2692,WH
6407387140,2019-01-03T18:30,74,15,A,E1,2584,WH
6407387140,2019-01-03T18:45,75,15,A,E1,2732,WH
6407387140,2019-01-03T19:00,76,15,A,E1,2664,WH
6407387140,2019-01-03T19:15,77,15,A,E1,2760,WH
6407387140,2019-01-03T19:30,78,15,A,E1,2616,WH
6407387140,2019-01-03T19:45,79,15,A,E1,2876,WH
6407387140,2019-01-03T20:00,80,15,A,E1,2736,WH
6407387140,2019-01-03T20:15,81,15,A,E1,3056,WH
6407387140,2019-01-03T20:30,82,15,A,E1,3136,WH
6407387140,2019-01-03T20:45,83,15,A,E1,3132,WH
6407387140,2019-01-03T21:00,84,15,A,E1,3176,WH
6407387140,2019-01-03T21:15,85,15,A,E1,3052,WH
6407387140,2019-01-03T21:30,86,15,A,E1,3044,WH
6407387140,2019-01-03T21:45,87,15,A,E1,3108,WH
6407387140,2019-01-03T22:00,88,15,A,E1,3104,WH
6407387140,2019-01-03T22:15,89,15,A,E1,3092,WH
6407387140,2019-01-03T22:30,90,15,A,E1,3080,WH
6407387140,2019-01-03T22:45,91,15,A,E1,2956,WH
6407387140,2019-01-03T23:00,92,15,A,E1,3112,WH
6407387140,2019-01-03T23:15,93,15,A,E1,3036,WH
6407387140,2019-01-03T23:30,94,15,A,E1,3048,WH
6407387140,2019-01-03T23:45,95,15,A,E1,3572,WH
6407387140,2019-01-03T00:00,96,15,A,E1,3648,WH
6407387140,2019-01-04T00:15,1,15,A,E1,2984,WH
6407387140,2019-01-04T00:30,2,15,A,E1,3152,WH
6407387140,2019-01-04T00:45,3,15,A,E1,3096,WH
6407387140,2019-01-04T01:00,4,15,A,E1,3024,WH
6407387140,2019-01-04T01:15,5,15,A,E1,3116,WH
6407387140,2019-01-04T01:30,6,15,A,E1,3608,WH
6407387140,2019-01-04T01:45,7,15,A,E1,3280,WH
6407387140,2019-01-04T02:00,8,15,A,E1,3476,WH
6407387140,2019-01-04T02:15,9,15,A,E1,3172,WH
6407387140,2019-01-04T02:30,10,15,A,E1,3004,WH
6407387140,2019-01-04T02:45,11,15,A,E1,3036,WH
6407387140,2019-01-04T03:00,12,15,A,E1,3072,WH
6407387140,2019-01-04T03:15,13,15,A,E1,3156,WH
6407387140,2019-01-04T03:30,14,15,A,E1,3004,WH
6407387140,2019-01-04T03:45,15,15,A,E1,2988,WH
6407387140,2019-01-04T04:00,16,15,A,E1,3020,WH
6407387140,2019-01-04T04:15,17,15,A,E1,3068,WH
6407387140,2019-01-04T04:30,18,15,A,E1,3004,WH
6407387140,2019-01-04T04:45,19,15,A,E1,3020,WH
6407387140,2019-01-04T05:00,20,15,A,E1,2796,WH
6407387140,2019-01-04T05:15,21,15,A,E1,2780,WH
6407387140,2019-01-04T05:30,22,15,A,E1,2852,WH
6407387140,2019-01-04T05:45,23,15,A,E1,2696,WH
6407387140,2019-01-04T06:00,24,15,A,E1,2632,WH
6407387140,2019-01-04T06:15,25,15,A,E1,2548,WH
6407387140,2019-01-04T06:30,26,15,A,E1,2724,WH
6407387140,2019-01-04T06:45,27,15,A,E1,2592,WH
6407387140,2019-01-04T07:00,28,15,A,E1,2768,WH
6407387140,2019-01-04T07:15,29,15,A,E1,3044,WH
6407387140,2019-01-04T07:30,30,15,A,E1,3412,WH
6407387140,2019-01-04T07:45,31,15,A,E1,2928,WH
6407387140,2019-01-04T08:00,32,15,A,E1,2956,WH
6407387140,2019-01-04T08:15,33,15,A,E1,2752,WH
6407387140,2019-01-04T08:30,34,15,A,E1,2792,WH
6407387140,2019-01-04T08:45,35,15,A,E1,2716,WH
6407387140,2019-01-04T09:00,36,15,A,E1,2740,WH
6407387140,2019-01-04T09:15,37,15,A,E1,2728,WH
6407387140,2019-01-04T09:30,38,15,A,E1,3020,WH
6407387140,2019-01-04T09:45,39,15,A,E1,3276,WH
6407387140,2019-01-04T10:00,40,15,A,E1,2780,WH
6407387140,2019-01-04T10:15,41,15,A,E1,2924,WH
6407387140,2019-01-04T10:30,42,15,A,E1,3764,WH
6407387140,2019-01-04T10:45,43,15,A,E1,3320,WH
6407387140,2019-01-04T11:00,44,15,A,E1,3244,WH
6407387140,2019-01-04T11:15,45,15,A,E1,3220,WH
6407387140,2019-01-04T11:30,46,15,A,E1,3368,WH
6407387140,2019-01-04T11:45,47,15,A,E1,3768,WH
6407387140,2019-01-04T12:00,48,15,A,E1,3400,WH
6407387140,2019-01-04T12:15,49,15,A,E1,3636,WH
6407387140,2019-01-04T12:30,50,15,A,E1,3276,WH
6407387140,2019-01-04T12:45,51,15,A,E1,3328,WH
6407387140,2019-01-04T13:00,52,15,A,E1,3228,WH
6407387140,2019-01-04T13:15,53,15,A,E1,3196,WH
6407387140,2019-01-04T13:30,54,15,A,E1,3184,WH
6407387140,2019-01-04T13:45,55,15,A,E1,3264,WH
6407387140,2019-01-04T14:00,56,15,A,E1,3304,WH
6407387140,2019-01-04T14:15,57,15,A,E1,3424,WH
6407387140,2019-01-04T14:30,58,15,A,E1,3356,WH
6407387140,2019-01-04T14:45,59,15,A,E1,3344,WH
6407387140,2019-01-04T15:00,60,15,A,E1,3540,WH
6407387140,2019-01-04T15:15,61,15,A,E1,4048,WH
6407387140,2019-01-04T15:30,62,15,A,E1,3932,WH
6407387140,2019-01-04T15:45,63,15,A,E1,3336,WH
6407387140,2019-01-04T16:00,64,15,A,E1,3388,WH
6407387140,2019-01-04T16:15,65,15,A,E1,3612,WH
6407387140,2019-01-04T16:30,66,15,A,E1,3364,WH
6407387140,2019-01-04T16:45,67,15,A,E1,3284,WH
6407387140,2019-01-04T17:00,68,15,A,E1,3620,WH
6407387140,2019-01-04T17:15,69,15,A,E1,3900,WH
6407387140,2019-01-04T17:30,70,15,A,E1,3148,WH
6407387140,2019-01-04T17:45,71,15,A,E1,2908,WH
6407387140,2019-01-04T18:00,72,15,A,E1,2712,WH
6407387140,2019-01-04T18:15,73,15,A,E1,2988,WH
6407387140,2019-01-04T18:30,74,15,A,E1,2632,WH
6407387140,2019-01-04T18:45,75,15,A,E1,2712,WH
6407387140,2019-01-04T19:00,76,15,A,E1,2540,WH
6407387140,2019-01-04T19:15,77,15,A,E1,2684,WH
6407387140,2019-01-04T19:30,78,15,A,E1,2840,WH
6407387140,2019-01-04T19:45,79,15,A,E1,3296,WH
6407387140,2019-01-04T20:00,80,15,A,E1,2868,WH
6407387140,2019-01-04T20:15,81,15,A,E1,3096,WH
6407387140,2019-01-04T20:30,82,15,A,E1,2960,WH
6407387140,2019-01-04T20:45,83,15,A,E1,3080,WH
6407387140,2019-01-04T21:00,84,15,A,E1,3104,WH
6407387140,2019-01-04T21:15,85,15,A,E1,3012,WH
6407387140,2019-01-04T21:30,86,15,A,E1,2988,WH
6407387140,2019-01-04T21:45,87,15,A,E1,3156,WH
6407387140,2019-01-04T22:00,88,15,A,E1,3116,WH
6407387140,2019-01-04T22:15,89,15,A,E1,3048,WH
6407387140,2019-01-04T22:30,90,15,A,E1,2992,WH
6407387140,2019-01-04T22:45,91,15,A,E1,3608,WH
6407387140,2019-01-04T23:00,92,15,A,E1,3320,WH
6407387140,2019-01-04T23:15,93,15,A,E1,3492,WH
6407387140,2019-01-04T23:30,94,15,A,E1,3200,WH
6407387140,2019-01-04T23:45,95,15,A,E1,3272,WH
6407387140,2019-01-04T00:00,96,15,A,E1,3288,WH
6407387140,2019-01-05T00:15,1,15,A,E1,3472,WH
6407387140,2019-01-05T00:30,2,15,A,E1,3592,WH
6407387140,2019-01-05T00:45,3,15,A,E1,3220,WH
6407387140,2019-01-05T01:00,4,15,A,E1,3208,WH
6407387140,2019-01-05T01:15,5,15,A,E1,3308,WH
6407387140,2019-01-05T01:30,6,15,A,E1,3296,WH
6407387140,2019-01-05T01:45,7,15,A,E1,3280,WH
6407387140,2019-01-05T02:00,8,15,A,E1,3304,WH
6407387140,2019-01-05T02:15,9,15,A,E1,3184,WH
6407387140,2019-01-05T02:30,10,15,A,E1,3288,WH
6407387140,2019-01-05T02:45,11,15,A,E1,3264,WH
6407387140,2019-01-05T03:00,12,15,A,E1,3312,WH
6407387140,2019-01-05T03:15,13,15,A,E1,3208,WH
6407387140,2019-01-05T03:30,14,15,A,E1,3188,WH
6407387140,2019-01-05T03:45,15,15,A,E1,3284,WH
6407387140,2019-01-05T04:00,16,15,A,E1,3288,WH
6407387140,2019-01-05T04:15,17,15,A,E1,3980,WH
6407387140,2019-01-05T04:30,18,15,A,E1,3160,WH
6407387140,2019-01-05T04:45,19,15,A,E1,3188,WH
6407387140,2019-01-05T05:00,20,15,A,E1,3188,WH
6407387140,2019-01-05T05:15,21,15,A,E1,3308,WH
6407387140,2019-01-05T05:30,22,15,A,E1,3128,WH
6407387140,2019-01-05T05:45,23,15,A,E1,2972,WH
6407387140,2019-01-05T06:00,24,15,A,E1,2840,WH
6407387140,2019-01-05T06:15,25,15,A,E1,2788,WH
6407387140,2019-01-05T06:30,26,15,A,E1,2696,WH
6407387140,2019-01-05T06:45,27,15,A,E1,2776,WH
6407387140,2019-01-05T07:00,28,15,A,E1,2820,WH
6407387140,2019-01-05T07:15,29,15,A,E1,2744,WH
6407387140,2019-01-05T07:30,30,15,A,E1,2816,WH
6407387140,2019-01-05T07:45,31,15,A,E1,2736,WH
6407387140,2019-01-05T08:00,32,15,A,E1,2924,WH
6407387140,2019-01-05T08:15,33,15,A,E1,2960,WH
6407387140,2019-01-05T08:30,34,15,A,E1,2820,WH
6407387140,2019-01-05T08:45,35,15,A,E1,3628,WH
6407387140,2019-01-05T09:00,36,15,A,E1,2928,WH
6407387140,2019-01-05T09:15,37,15,A,E1,2796,WH
6407387140,2019-01-05T09:30,38,15,A,E1,2784,WH
6407387140,2019-01-05T09:45,39,15,A,E1,2652,WH
6407387140,2019-01-05T10:00,40,15,A,E1,2744,WH
6407387140,2019-01-05T10:15,41,15,A,E1,2904,WH
6407387140,2019-01-05T10:30,42,15,A,E1,2956,WH
6407387140,2019-01-05T10:45,43,15,A,E1,3568,WH
6407387140,2019-01-05T11:00,44,15,A,E1,3296,WH
6407387140,2019-01-05T11:15,45,15,A,E1,3248,WH
6407387140,2019-01-05T11:30,46,15,A,E1,3084,WH
6407387140,2019-01-05T11:45,47,15,A,E1,3336,WH
6407387140,2019-01-05T12:00,48,15,A,E1,3336,WH
6407387140,2019-01-05T12:15,49,15,A,E1,3300,WH
6407387140,2019-01-05T12:30,50,15,A,E1,3460,WH
6407387140,2019-01-05T12:45,51,15,A,E1,4232,WH
6407387140,2019-01-05T13:00,52,15,A,E1,3620,WH
6407387140,2019-01-05T13:15,53,15,A,E1,3484,WH
6407387140,2019-01-05T13:30,54,15,A,E1,3612,WH
6407387140,2019-01-05T13:45,55,15,A,E1,3408,WH
6407387140,2019-01-05T14:00,56,15,A,E1,3352,WH
6407387140,2019-01-05T14:15,57,15,A,E1,3144,WH
6407387140,2019-01-05T14:30,58,15,A,E1,3160,WH
6407387140,2019-01-05T14:45,59,15,A,E1,3212,WH
6407387140,2019-01-05T15:00,60,15,A,E1,3492,WH
6407387140,2019-01-05T15:15,61,15,A,E1,3192,WH
6407387140,2019-01-05T15:30,62,15,A,E1,2972,WH
6407387140,2019-01-05T15:45,63,15,A,E1,3264,WH
6407387140,2019-01-05T16:00,64,15,A,E1,3500,WH
6407387140,2019-01-05T16:15,65,15,A,E1,2860,WH
