Date	0-10	15-10	30-10	45-10	60-10	75-10	90-10	105-10	120-10	135-10	150-10	165-10	180-10	195-10	210-10	225-10	240-10	255-10	270-10	285-10	300-10	315-10	330-10	345-10	0-20	15-20	30-20	45-20	60-20	75-20	90-20	105-20	120-20	135-20	150-20	165-20	180-20	195-20	210-20	225-20	240-20	255-20	270-20	285-20	300-20	315-20	330-20	345-20	0-30	15-30	30-30	45-30	60-30	75-30	90-30	105-30	120-30	135-30	150-30	165-30	180-30	195-30	210-30	225-30	240-30	255-30	270-30	285-30	300-30	315-30	330-30	345-30
06-07	0.6936	1.0744	1.3779	1.5687	1.6271	1.5476	1.3379	1.0198	0.6316	0.2308	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0093	0.2898	1.6516	2.5016	3.1573	3.5593	3.6809	3.5148	3.0711	2.3801	1.5127	0.6010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0242	0.7370	2.6032	3.8642	4.8085	5.3805	5.5528	5.3175	4.6854	3.6873	2.3855	0.9615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0320	1.1767
06-08	72.9033	80.9654	86.6131	89.4459	89.2743	86.1099	80.1649	71.8652	61.8708	51.0924	40.6626	31.7926	25.4559	22.2711	21.2294	20.9800	20.9800	21.3524	22.5699	26.0239	32.6790	41.7837	52.3152	63.0590	98.0917	113.7866	124.6014	129.9740	129.6493	123.6424	112.2405	96.0469	76.1324	54.4229	34.4330	22.1803	21.3131	21.3131	21.3131	21.3131	21.3131	21.3131	21.3131	21.3131	22.9538	36.4388	56.8742	78.5215	119.9474	142.2107	157.3954	164.9027	164.4490	156.0519	140.0293	117.0208	88.1896	56.1851	28.3635	21.4231	21.4231	21.4231	21.4231	21.4231	21.4231	21.4231	21.4231	21.4231	21.4231	30.8320	59.8003	91.6836
06-09	169.8756	178.0693	182.6822	183.4555	180.3473	173.5316	163.3987	150.5602	135.8492	120.3079	105.1309	91.5347	80.5530	72.8426	68.6397	67.9404	70.7347	77.0558	86.7889	99.4510	114.1433	129.6942	144.8774	158.5783	207.6745	223.0464	231.6332	233.0633	227.2782	214.5298	195.3890	170.7829	142.1195	111.5631	82.4004	59.0055	45.3925	42.2982	42.2946	42.2946	42.2946	43.3049	52.2187	72.0769	99.5316	130.0211	159.7778	186.2194	238.4173	259.9986	271.9964	273.9849	265.8984	248.0319	221.0333	185.9309	144.4053	99.8804	60.3560	42.6782	42.6451	42.6451	42.6451	42.6451	42.6451	42.6451	42.6451	49.3079	82.7716	126.7269	170.0793	208.0352
06-10	257.3811	262.9746	264.4034	261.5893	254.6894	244.0929	230.4151	214.4869	197.3335	180.1331	164.1371	150.5456	140.3658	134.3050	132.7472	135.7854	143.2382	154.6200	169.1198	185.6528	202.9840	219.8714	235.1773	247.9348	303.8839	314.3625	317.0251	311.7537	298.7931	278.7481	252.5874	221.6764	187.8727	153.6734	122.2359	96.8661	79.7705	70.9432	68.8903	72.9583	84.3216	104.2222	131.8932	164.6286	199.0554	232.1954	261.7629	286.0692	340.8279	355.5877	359.3235	351.8961	333.6050	305.1758	267.7503	222.9592	173.3178	123.3480	81.2802	59.3931	57.2213	57.2213	57.2213	57.2213	57.2213	63.1258	93.2831	139.1458	189.7767	238.2869	280.9540	315.6180
06-11	303.1593	304.5910	302.0103	295.5637	285.6191	272.7571	257.7561	241.5679	225.2782	210.0413	196.9861	187.1009	181.1323	179.5224	182.3893	189.5250	200.3991	214.1886	229.8524	246.2410	262.2076	276.6964	288.8003	297.7946	350.3213	353.0029	348.1429	335.9764	317.0920	292.4278	263.2789	231.3345	198.7417	168.1018	142.1865	123.2525	112.3623	109.5187	114.5948	127.7778	148.8509	176.3876	207.9001	240.5997	271.9878	300.0415	323.1832	340.2213	387.1655	390.9452	384.0655	366.8184	339.9257	304.5234	262.1889	215.1376	166.8105	122.7607	90.4093	75.0186	73.3174	73.3174	73.3808	77.6098	97.8696	134.2887	180.3108	228.8253	274.9060	315.5186	348.6555	372.8741
06-12	313.6081	310.8980	304.4072	294.5073	281.7778	266.9905	251.0839	235.1235	220.2389	207.5317	197.9679	192.2774	190.8911	193.9137	201.1199	211.9638	225.6172	241.0493	257.1328	272.7496	286.8727	298.6206	307.2915	312.3832	360.7050	355.5960	343.3322	324.5111	300.0736	271.3087	239.8847	207.8967	177.8531	152.4097	133.7647	123.0693	120.5205	126.0828	139.7943	161.1785	188.6621	219.7872	251.8864	282.5781	309.9202	332.3859	348.8184	358.4108	397.3265	390.0877	372.6857	345.8532	310.7337	268.9043	222.5540	174.9998	131.4306	98.5942	81.2322	77.4796	77.0474	77.8127	85.8306	109.0991	146.7357	192.6084	240.3078	285.3695	324.9580	357.1399	380.5111	394.0926
06-13	283.1276	276.7321	267.0464	254.6349	240.2506	224.8112	209.3604	195.0031	182.8088	173.6985	168.3502	167.1498	170.1828	177.2354	187.7933	201.0635	216.0455	231.6378	246.7489	260.3807	271.6824	279.9813	284.8002	285.8684	326.7097	314.6526	296.2707	272.4711	244.5044	214.0143	183.1133	154.3737	130.4898	113.5098	104.1568	102.1376	107.2771	119.9379	140.0984	166.4292	196.4877	227.5483	257.2085	283.5569	305.1245	320.8145	329.8692	331.8640	360.7088	343.6326	317.4724	283.3180	242.6859	197.7661	152.1095	111.6059	84.0136	74.4857	74.3956	74.4098	74.4103	76.3002	93.8986	128.0445	171.7535	217.7542	261.2264	299.3042	330.1339	352.3996	365.1920	367.9967
06-14	229.2701	219.3978	206.6419	191.7814	175.7849	159.7721	144.9300	132.3817	123.0368	117.4947	116.0537	118.7824	125.5498	135.9719	149.3495	164.6920	180.8370	196.6036	210.9097	222.8415	231.6828	236.9283	238.2875	235.6867	270.6187	251.9864	227.6247	198.8044	167.3103	135.6316	107.0017	84.7758	70.8943	64.5487	63.2188	65.8574	74.2855	90.7989	115.3328	145.3162	177.2940	208.2248	235.8451	258.5424	275.1751	284.9712	287.4945	282.6370	303.4583	277.1016	242.3210	200.6140	154.4469	108.6360	72.4754	59.5467	59.5826	59.6072	59.6074	59.6074	59.6074	60.8294	81.8439	122.3508	169.1010	214.3305	254.1368	286.4381	309.9120	323.6683	327.1962	320.3712
06-15	155.8430	142.5350	126.8867	110.0523	93.4036	78.3777	66.2006	57.5778	52.5822	50.9127	52.3752	57.1427	65.5256	77.4893	92.3700	108.9661	125.8416	141.6110	155.1013	165.4081	171.8965	174.1904	172.1611	165.9245	195.9383	170.4914	140.0322	106.9168	75.0070	49.9844	38.8528	37.7560	37.7696	37.7780	37.7801	37.7761	38.1932	48.7467	73.0997	104.7835	137.9964	168.7408	194.5714	213.9974	226.0960	230.3439	226.5678	214.9299	229.0707	192.9741	149.0544	100.7743	56.9095	38.1938	38.2266	38.2494	38.2494	38.2495	38.2495	38.2495	38.2495	38.2471	54.6005	97.6772	146.1090	190.5119	227.1934	254.4575	271.3224	277.2186	271.9544	255.7177
06-16	40.5379	33.8909	27.0774	21.0297	16.6913	15.2582	15.2640	15.2685	15.2714	15.2723	15.2715	15.2688	15.3155	17.9682	23.0017	29.4318	36.2888	42.6884	47.9396	51.5590	53.2505	52.8856	50.4919	46.2563	56.4619	42.7256	28.6006	17.5249	15.3197	15.3332	15.3450	15.3456	15.3456	15.3456	15.3456	15.3456	15.3453	15.3342	20.7522	33.4350	47.7265	60.8475	71.3412	78.4319	81.7070	80.9966	76.3394	67.9874	70.8211	50.5985	29.4016	15.3034	15.1843	15.2005	15.2006	15.2006	15.2006	15.2006	15.2006	15.2006	15.2006	15.2006	18.3812	36.6484	58.0441	77.1853	92.1708	102.1765	106.7701	105.7670	99.2125	87.3823
06-17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
06-18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
06-19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
06-20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
06-21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
06-22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
06-23	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-03	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-04	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-06	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-07	0.4999	0.7337	0.9334	1.0687	1.1265	1.1015	0.9959	0.8199	0.5923	0.3693	0.2290	0.1665	0.1449	0.1449	0.1449	0.1449	0.1449	0.1449	0.1449	0.1449	0.1449	0.1449	0.1955	0.2955	0.9827	1.5025	1.9379	2.2271	2.3485	2.2947	2.0690	1.6861	1.1985	0.6476	0.2440	0.1408	0.1408	0.1408	0.1408	0.1408	0.1407	0.1407	0.1407	0.1407	0.1407	0.1407	0.1736	0.4412	1.4489	2.2570	2.8899	3.3035	3.4763	3.3998	3.0780	2.5267	1.7778	0.9365	0.2534	0.1315	0.1315	0.1315	0.1315	0.1315	0.1314	0.1314	0.1314	0.1314	0.1314	0.1314	0.1475	0.5981
07-08	82.1671	91.6005	98.4153	102.1308	102.5011	99.5027	93.3337	84.4235	73.4529	61.3717	49.3780	38.7919	30.7562	26.0187	23.8377	23.2466	23.2375	23.5201	25.2697	29.2731	36.6816	46.8303	58.6593	70.8515	108.7040	127.0838	140.1448	147.1938	147.8915	142.2061	130.4092	113.1118	91.3927	67.1468	43.7855	27.1763	23.2807	23.2807	23.2807	23.2807	23.2807	23.2807	23.2807	23.2807	24.9647	39.1219	61.7437	86.2128	131.6196	157.7635	176.1444	186.0138	186.9887	179.0318	162.4524	137.9154	106.5940	70.9676	37.6432	23.6817	23.5263	23.5263	23.5263	23.5263	23.5263	23.5263	23.5263	23.5263	23.5263	31.6832	63.0318	99.0492
07-09	174.8319	183.3889	188.4949	189.8579	187.4023	181.2671	171.8071	159.5921	145.4029	130.2184	115.1684	101.4269	90.0407	81.7502	76.9159	75.6294	77.9005	83.7244	92.9535	105.1144	119.3610	134.5851	149.6068	163.3310	210.4870	226.6365	236.2022	238.7439	234.1484	222.6273	204.7196	181.3105	153.7113	123.8579	94.6048	69.7752	53.1658	46.3627	44.9917	44.9990	45.0372	47.1159	56.5694	75.9542	102.5989	132.4476	161.9442	188.5322	239.3225	262.1220	275.5650	279.1260	272.6695	256.4543	231.1223	197.7006	157.7636	114.1839	73.2299	48.0740	45.2917	45.2917	45.2917	45.2917	45.2917	45.2917	45.2917	51.7580	83.7971	126.6877	169.7463	208.0726
07-10	282.4703	288.7875	290.8903	288.6603	282.2245	271.9518	258.4443	242.5235	225.2066	207.6652	191.1523	176.8910	165.9412	159.0875	156.7915	159.2020	166.1669	177.2179	191.5615	208.1292	225.6920	242.9951	258.8685	272.2987	328.5965	340.5030	344.4501	340.2511	328.1108	308.6199	282.7510	251.8712	217.7993	182.9128	150.1810	122.8052	103.2365	92.1398	88.6647	92.2121	103.4810	123.3018	150.9111	183.8005	218.7505	252.8010	283.5881	309.3052	364.8960	381.7502	387.3213	381.3797	364.1828	336.4631	299.4067	254.6810	204.6942	153.4138	107.7562	77.6506	69.1718	68.7277	68.7277	68.7277	68.9681	77.4807	108.4517	154.6210	206.0695	256.0375	300.6299	337.4668
07-11	359.2023	361.5233	359.0880	352.0369	340.7775	325.9728	308.5215	289.5264	270.2497	252.0395	236.2285	224.0076	216.3063	213.7070	216.4055	224.2018	236.5080	252.3888	270.6469	289.9450	308.9322	326.3461	341.0857	352.2565	414.8935	419.2643	414.6588	401.3075	379.8766	351.4566	317.5578	280.1295	241.6039	204.8911	173.1384	149.1015	134.4277	129.5813	134.5647	149.4003	173.6153	205.5303	242.3611	280.9465	318.3722	352.2057	380.5013	401.7564	458.3748	464.5622	458.0206	439.0424	408.4606	367.6253	318.4062	263.3352	206.0914	152.3150	109.6103	84.2924	75.5965	74.2104	75.4304	84.2166	109.9630	153.0891	207.1351	264.5082	319.5955	368.7324	409.3928	439.7169
07-12	357.4870	354.9513	348.2770	337.8528	324.2966	308.4356	291.2762	273.9593	257.6956	243.6741	232.9533	226.3549	224.3866	227.2003	234.5820	245.9664	260.4823	277.0381	294.4298	311.4494	326.9726	340.0201	349.8003	355.7370	408.6456	403.8400	391.1744	371.2900	345.2130	314.3464	280.4781	245.8041	212.9040	184.5309	163.1125	150.2027	146.4014	151.8060	166.2792	189.0852	218.4916	251.9606	286.7276	320.2572	350.4150	375.4759	394.1043	405.3474	448.1879	441.3502	423.3137	394.8842	357.3408	312.4362	262.5072	210.8456	162.2816	123.0592	98.2664	87.9265	85.5262	88.7466	101.4019	128.9168	170.3075	219.9557	271.7342	321.0807	364.8870	400.9247	427.5288	443.5156
07-13	307.7399	301.5837	292.1432	279.9757	265.8227	250.5850	235.2828	220.9955	208.7755	199.5464	194.0097	192.5820	195.3708	202.1691	212.4650	225.4766	240.2257	255.6372	270.6395	284.2423	295.5917	304.0037	308.9868	310.2560	350.7610	339.1014	321.1197	297.7320	270.1893	240.0980	209.4590	180.6501	156.1870	138.1701	127.7337	125.1044	130.2528	143.1971	163.4832	189.6412	219.3626	250.1175	279.6222	305.9949	327.7419	343.7222	353.1341	355.5176	383.9081	367.3315	341.6569	308.0146	267.9539	223.5908	178.0600	136.1865	104.2437	86.8479	82.0062	81.4083	82.8930	90.9126	113.1356	148.9518	192.7146	238.4014	281.7410	319.9687	351.1709	373.9422	387.2956	390.6627
07-14	221.7629	213.8790	203.6917	191.8226	179.0357	166.2050	154.2574	144.0835	136.4375	131.8576	130.6420	132.8652	138.3893	146.8474	157.6339	169.9449	182.8667	195.4779	206.9291	216.4944	223.5973	227.8257	228.9408	226.8810	254.0844	239.1293	219.6079	196.5546	171.3529	145.8260	122.2492	103.0125	89.7902	82.7770	81.0926	84.2905	93.0627	108.1206	128.8419	153.2567	178.9352	203.7043	225.8644	244.1360	257.5740	265.5228	267.6071	263.7321	279.1483	257.8845	229.9080	196.4755	159.4536	122.0459	89.9176	71.0522	67.9215	67.9533	67.9679	67.9699	68.2056	75.1849	98.4409	132.8200	170.6174	206.9043	238.9350	265.0540	284.1231	295.3525	298.2845	292.8052
07-15	151.7832	141.5254	129.4541	116.4051	103.3621	91.3656	81.3550	73.9900	69.5632	68.0992	69.5644	73.9825	81.3281	91.3151	103.2938	116.3296	129.3820	141.4644	151.7368	159.5428	164.4149	166.0748	164.4299	159.5733	181.3290	161.7307	138.2983	112.6524	87.2685	65.6247	51.4500	46.5295	45.9307	45.9396	45.9464	46.6934	51.8045	65.6642	87.1689	112.5055	138.1629	161.6301	181.2646	195.9886	205.0973	208.1829	205.1124	196.0239	205.1141	177.2298	143.4156	105.9785	70.1456	47.5533	45.8547	45.8843	45.8940	45.8941	45.8941	45.8941	45.8930	48.2283	70.1231	105.7691	143.2271	177.1114	205.0561	225.8073	238.5722	242.8803	238.5768	225.8281
07-16	64.4512	54.7416	44.5354	35.0023	27.3473	22.5634	20.6187	20.2940	20.0949	20.1534	20.3495	21.3596	24.4783	30.6209	39.2290	49.1942	59.2940	68.4400	75.7908	80.7594	82.9888	82.3279	78.8211	72.7101	86.1758	66.6563	46.0141	28.2917	20.5902	20.3657	20.3782	20.3859	20.3875	20.3876	20.3875	20.3855	20.3781	22.7195	35.7572	55.3708	75.8434	94.0579	108.3625	117.8641	122.0844	120.8317	114.1645	102.3995	105.1239	76.7274	46.1992	22.7728	20.4084	20.4300	20.4342	20.4343	20.4343	20.4343	20.4343	20.4343	20.4343	20.4585	31.7139	60.0094	90.1856	116.4123	136.6216	149.9012	155.7672	154.0185	144.7210	128.2083
07-17	0.0183	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0434	0.1010	0.1475	0.1745	0.1794	0.1618	0.1232	0.0678	0.1315	0.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0659	0.2155	0.3455	0.4415	0.4962	0.5059	0.4704	0.3915	0.2751	0.2574	0.0377	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1569	0.3836	0.5739	0.7115	0.7891	0.8029	0.7524	0.6399	0.4712
07-18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
