Date	0-10	15-10	30-10	45-10	60-10	75-10	90-10	105-10	120-10	135-10	150-10	165-10	180-10	195-10	210-10	225-10	240-10	255-10	270-10	285-10	300-10	315-10	330-10	345-10	0-20	15-20	30-20	45-20	60-20	75-20	90-20	105-20	120-20	135-20	150-20	165-20	180-20	195-20	210-20	225-20	240-20	255-20	270-20	285-20	300-20	315-20	330-20	345-20	0-30	15-30	30-30	45-30	60-30	75-30	90-30	105-30	120-30	135-30	150-30	165-30	180-30	195-30	210-30	225-30	240-30	255-30	270-30	285-30	300-30	315-30	330-30	345-30
07-20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
07-23	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-03	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-04	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-06	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-07	28.4076	33.9023	38.6097	42.0837	44.0350	44.3144	42.9022	39.9071	35.5740	30.2993	24.6455	19.3269	15.1706	12.8124	12.1134	11.9734	11.9733	11.9733	11.9731	11.9731	12.2961	13.8999	17.6413	22.7376	35.7061	47.0218	56.4862	63.3246	67.1141	67.6494	64.9040	59.0256	50.3642	39.5685	27.8406	17.4639	12.3902	12.0200	12.0198	12.0195	12.0194	12.0192	12.0192	12.0191	12.0191	12.0191	14.5484	23.9828	42.1554	58.7974	72.4032	82.1020	87.4416	88.1928	84.3246	76.0043	63.6096	47.8469	30.3196	15.5674	11.9025	11.9025	11.9023	11.9019	11.9017	11.9014	11.9012	11.9012	11.9012	11.9012	12.4095	24.6013
08-08	131.0341	141.8873	150.0932	155.1421	156.7348	154.7798	149.3917	140.8934	129.8205	116.9240	103.1625	89.6495	77.5234	67.7282	60.7944	56.7854	55.5183	56.9102	61.1223	68.3479	78.4608	90.8437	104.4942	118.2583	153.7903	174.6313	190.1831	199.6696	202.6485	198.9843	188.8456	172.7106	151.4028	126.2073	99.1533	73.4363	53.6761	43.3302	40.0412	39.4714	39.4714	39.4714	39.7360	42.8268	54.1022	75.3831	101.7412	128.8658	171.8703	201.5632	223.5145	236.8385	241.0135	235.8765	221.6303	198.8359	168.4300	131.9533	92.5455	57.7696	41.2879	39.5916	39.5916	39.5916	39.5916	39.5916	39.5916	39.5916	40.3985	59.4755	96.2321	135.8484
08-09	266.9648	278.1511	285.4064	288.3149	286.7120	280.6892	270.5906	257.0072	240.7630	222.8942	204.6095	187.2162	172.0021	160.0909	152.3177	149.1839	150.8802	157.3138	168.0845	182.4504	199.3538	217.5320	235.6655	252.5069	303.9125	325.1519	338.8349	344.2990	341.2844	329.9367	310.8047	284.8362	253.3928	218.3160	182.0574	147.7514	118.8745	98.1444	86.2193	81.8197	83.8827	93.2353	111.4140	138.3069	171.5441	207.6832	243.4389	276.1794	332.0306	362.2454	381.6185	389.3353	385.0741	369.0181	341.8471	304.7152	259.2745	207.9355	154.7445	107.0351	76.1000	65.5141	63.7384	63.6351	63.6351	63.9786	69.3341	94.3871	139.3378	192.2291	244.7592	292.2627
08-10	359.5523	366.7219	369.7414	368.4365	362.8832	353.4054	340.5634	325.1363	308.0940	290.5554	273.7294	258.8294	246.9693	239.0524	235.6859	237.1285	243.2717	253.6463	267.4582	283.6641	301.0740	318.4639	334.6683	348.6510	401.5818	415.2000	420.9137	418.4383	407.9006	389.8366	365.1782	335.2438	301.7354	266.7567	232.8069	202.6342	178.8174	163.2001	156.6483	159.3879	171.3747	192.0776	220.0269	252.8461	287.7753	322.1804	353.7930	380.7506	432.6555	452.0628	460.1825	456.6578	441.6522	415.8425	380.3990	336.9717	287.7524	235.7489	185.3265	142.4112	112.7423	97.8503	93.1203	94.5069	104.2520	128.0067	166.4830	214.8933	267.0110	317.8463	363.9412	402.8287
08-11	391.5511	393.7315	392.1752	386.9751	378.4421	367.0925	353.6277	338.9050	323.8959	309.6325	297.1366	287.3364	280.9803	278.5619	280.2717	285.9767	295.2342	307.3353	321.3756	336.3407	351.1928	364.9429	376.7096	385.7621	432.0911	436.2410	433.2679	423.3316	406.9617	385.0435	358.7972	329.7582	299.7561	270.8727	245.3235	225.2063	212.1730	207.2196	210.6956	222.3682	241.3662	266.1412	294.6428	324.6458	354.0235	380.8900	403.6524	421.0332	461.4484	467.3736	463.1168	448.8870	425.3676	393.6972	355.4482	312.6401	267.8476	224.4065	186.4080	157.8132	140.6987	134.6333	138.7787	153.8350	180.5246	217.2087	260.0980	305.0071	348.4369	387.6804	420.6228	445.6148
08-12	385.8383	383.6488	378.1851	369.7770	358.9397	346.3509	332.8208	319.2505	306.5803	295.7219	287.4843	282.4967	281.1468	283.5411	289.4937	298.5456	310.0096	323.0391	336.7044	350.0667	362.2430	372.4554	380.0692	384.6211	423.9560	419.7642	409.2916	393.1081	372.1076	347.4861	320.7159	293.5176	267.8047	245.5599	228.6061	218.3374	215.5564	220.4693	232.7104	251.3137	274.7484	301.1161	328.4243	354.7912	378.5519	398.3033	412.9322	421.6385	451.3533	445.3405	430.3032	406.9873	376.5525	340.5588	300.9731	260.2564	221.4963	188.2961	163.9342	150.0570	146.5067	152.9365	169.7605	196.7924	231.9082	271.6224	312.3935	351.2767	385.9367	414.5142	435.5609	448.0428
08-13	387.1423	380.1053	369.8116	356.8877	342.1409	326.5230	311.0833	296.9043	285.0213	276.3305	271.5033	270.9168	274.6178	282.3179	293.4214	307.0853	322.3014	337.9891	353.0795	366.5859	377.6572	385.6149	389.9823	390.5012	428.6868	415.2293	395.4399	370.3957	341.5117	310.5236	279.4638	250.5951	226.2285	208.4000	198.5405	197.3553	204.9121	220.6802	243.4435	271.3241	302.0527	333.3154	362.9897	389.2439	410.5692	425.7968	434.1169	435.0959	458.9699	439.6826	411.1974	374.8945	332.6020	286.6485	240.0424	196.6785	161.0358	136.7023	124.5732	123.3859	132.6676	153.5755	186.2014	227.7913	273.9555	320.4984	364.1145	402.2786	433.0267	454.8622	466.7503	468.1386
08-14	324.1097	313.0140	299.1755	283.4480	266.8458	250.4937	235.5571	223.1447	214.2002	209.4081	209.1317	213.3918	221.8646	233.9046	248.5971	264.8483	281.4922	297.3908	311.5104	322.9734	331.0934	335.3963	335.6361	331.8000	362.4214	341.2124	314.5018	283.7535	250.8126	217.9302	187.7015	162.7558	145.1763	136.0384	135.5738	143.7397	160.3202	184.4096	214.0965	246.8072	279.9039	311.0600	338.3632	360.2970	375.7173	383.8486	384.2909	377.0270	390.8044	360.4296	321.8593	276.9315	228.1459	179.1598	135.3374	102.9994	85.8467	80.6665	80.8677	86.2197	101.3008	131.2715	173.6115	222.1811	271.2655	316.8878	356.3779	387.8164	409.7875	421.3292	421.9451	411.6170
08-15	237.9387	223.4089	206.7583	189.0845	171.6332	155.7014	142.4897	132.9487	127.6881	126.9902	130.8813	139.1505	151.2969	166.4836	183.5851	201.3214	218.4169	233.7159	246.2499	255.2691	260.2560	260.9323	257.2614	249.4485	271.8026	243.9344	211.5159	176.6188	142.0640	111.3846	88.0527	73.8530	67.8258	67.5167	72.1058	83.4143	103.7188	132.1614	165.7478	200.8323	234.2862	263.7753	287.6135	304.5999	313.9327	315.1863	308.3082	293.6169	297.6605	257.7212	210.6324	159.3733	109.6207	71.7656	59.0494	58.7054	58.7280	58.7372	58.7371	59.2773	67.5865	96.9927	143.5945	194.9920	243.8089	286.2516	320.1797	344.1808	357.3104	359.0603	349.3701	328.6290
08-16	112.5273	98.8203	84.3661	70.4500	58.3671	49.1152	43.0808	39.9829	39.3653	40.6997	44.3243	50.9702	60.7411	73.1704	87.2137	101.5695	114.9757	126.3723	134.9537	140.1668	141.6959	139.4508	133.5631	124.3904	135.6818	108.7654	80.2557	54.2484	36.7273	32.6592	32.6765	32.6890	32.6960	32.6967	32.6918	33.5866	40.6086	59.3613	85.8436	114.1515	140.4125	162.3393	178.5868	188.3511	191.1976	187.0069	175.9622	158.5619	154.5526	115.5523	74.0085	40.1350	32.9331	32.9644	32.9843	32.9850	32.9850	32.9850	32.9850	32.9838	33.4417	46.7597	82.1043	123.3889	161.3433	192.4891	215.2958	228.9111	232.8628	227.0193	211.5908	187.1245
08-17	7.8709	6.2190	4.9162	4.2242	4.1661	4.1682	4.1698	4.1707	4.1709	4.1705	4.1693	4.1702	4.5861	5.6467	7.1252	8.7889	10.3863	11.6994	12.5914	12.9827	12.8407	12.1769	11.0469	9.5563	9.8908	6.3921	4.1763	4.0935	4.0985	4.1015	4.1015	4.1015	4.1015	4.1015	4.1015	4.1004	4.0967	5.2533	8.2240	11.8242	15.1721	17.8392	19.6120	20.3811	20.1042	18.7960	16.5315	13.4651	11.7120	6.4073	3.9431	3.9509	3.9547	3.9547	3.9547	3.9547	3.9547	3.9547	3.9547	3.9547	3.9540	4.8373	9.1495	14.6024	19.5139	23.3366	25.8458	26.9281	26.5381	24.6926	21.4715	17.0336
08-18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
08-23	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-03	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-04	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-06	5.9334	7.5019	9.0768	10.4692	11.5095	12.1003	12.1917	11.7763	10.8892	9.6131	8.0962	6.5060	5.0774	4.1397	3.8166	3.7999	3.7999	3.7999	3.7999	3.7999	3.7999	3.7999	3.8974	4.6169	6.2280	9.5711	12.9492	15.8371	17.9511	19.1323	19.3108	18.4769	16.6788	14.0504	10.8170	7.4147	4.6012	3.7504	3.7367	3.7367	3.7367	3.7367	3.7367	3.7367	3.7367	3.7367	3.7367	3.8813	6.3587	11.4668	16.5319	20.7382	23.7562	25.4309	25.6830	24.5022	21.9427	18.1300	13.3325	8.1480	4.1240	3.6027	3.6027	3.6027	3.6027	3.6027	3.6027	3.6027	3.6027	3.6027	3.6027	3.6027
09-07	89.3500	99.9563	109.1110	116.1468	120.5966	122.1828	120.8103	116.5636	109.7092	100.7047	90.2082	79.0759	68.3135	58.9355	51.7190	47.0560	44.4650	43.6155	44.1843	46.4898	50.9786	58.0687	67.3899	78.1569	97.3996	118.3006	136.0352	149.4523	157.8477	160.8231	158.2426	150.2254	137.1531	119.7155	99.0507	77.0748	56.9995	43.6644	38.7826	38.0337	38.0274	38.0274	38.0274	38.0274	38.2363	41.7735	55.0985	75.2599	102.8593	133.1945	158.5058	177.4373	189.2114	193.3740	189.7648	178.5231	160.0840	135.2085	105.2386	73.1778	46.9547	38.0613	37.6748	37.6748	37.6748	37.6748	37.6748	37.6748	37.6748	37.6748	43.9913	70.5171
09-08	236.7581	250.9405	262.1487	269.7218	273.2273	272.4690	267.4890	258.5677	246.2204	231.1880	214.4228	197.0561	180.3329	165.4990	153.6525	145.6146	141.8798	142.6596	147.9229	157.3755	170.4018	186.0612	203.1756	220.4795	256.8061	284.0231	305.2843	319.5380	326.1091	324.6911	315.3496	298.5201	275.0096	246.0157	213.2003	178.8395	145.9501	118.0230	97.9306	86.4431	81.9684	82.4184	88.8011	103.3217	126.6698	156.9992	190.9340	225.1062	269.9563	308.9821	339.1888	359.3285	368.5882	366.5946	353.4274	329.6159	296.1227	254.3690	206.4742	156.1118	110.2935	80.6129	70.6722	68.7822	68.6852	68.6852	68.7319	70.6202	86.2711	124.5779	173.6840	223.9035
